[NodeName : SFIX;Database : GUJARAT;File Name : C:\Users\Administrator\Desktop\Z500.csv;Date : 01/06/2023;Time : 12:00:17];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#AI469;DI715;AR1440;AA2;DA742;TX3;D16164#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[BLOCK TYPE;TAG;NEXT BLK;DESCRIPTION;INITIAL SCAN;SCAN TIME;SMOOTHING;I/O DEVICE;H/W OPTIONS;I/O ADDRESS;SIGNAL CONDITIONING;LOW EGU LIMIT;HIGH EGU LIMIT;EGU TAG;INITIAL A/M STATUS;ALARM ENABLE;ALARM AREA(S);LO LO ALARM LIMIT;LO ALARM LIMIT;HI ALARM LIMIT;HI HI ALARM LIMIT;ROC ALARM LIMIT;DEAD BAND;ALARM PRIORITY;ENABLE OUTPUT;SECURITY AREA 1;SECURITY AREA 2;SECURITY AREA 3;ALARM AREA 1;ALARM AREA 2;ALARM AREA 3;ALARM AREA 4;ALARM AREA 5;ALARM AREA 6;ALARM AREA 7;ALARM AREA 8;ALARM AREA 9;ALARM AREA 10;ALARM AREA 11;ALARM AREA 12;ALARM AREA 13;ALARM AREA 14;ALARM AREA 15;USER FIELD 1;USER FIELD 2;ESIG TYPE;ESIG ALLOW CONT USE;ESIG XMPT ALARM ACK;ESIG UNSIGNED WRITES;ESIG COMMENT REQUIRED;PDR Update Rate;PDR Access Time;PDR Deadband;PDR Latch;PDR Disable Output;PDR Array Length;Hist Description;Hist Collect;Hist Interval;Hist Offset;Hist Time Res;Hist Compress;Hist Deadband;Hist Comp Type;Hist Comp Time;Scale Enabled;Scale Clamping;Scale Use EGU;Scale Raw Low;Scale Raw High;Scale Low;Scale High]
AI;M501_DB186INT0060;;M501. Offset positioning -  conveyor section Z2 (MLD) [mm] -/+;ON;1;0;S7A;;Z500:DB186.DBW60;None;-999,999;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M501. Offset positioning -  conveyor section Z2 (MLD) [mm] -/+;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;-999,999;999,999
AI;M501_DB186INT0064;;M501. Offset positioning on middle of conveyor (section Z1/Z2) (MLD) [mm] -/+;ON;1;0;S7A;;Z500:DB186.DBW64;None;-999,999;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;O;M501. Offset positioning on middle of conveyor (section Z1/Z2) (MLD) [mm] -/+;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;-999,999;999,999
AI;M502_DB182INT0070;;M502.M1.Machine state;ON;1;0;S7A;;Z500:DB182.DBW70;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M502.M1.Machine state;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M502_DB182INT0072;;M502_3 Area access status;ON;1;0;S7A;;Z500:DB182.DBW72;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M502_3 Area access status;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M502_DB184REAL0120;;M502.M1 BQ1actual position mm;ON;1;0;S7A;;Z500:DB184.DBF120;None;0;99,99999;;AUTO;DISABLE;NONE;0;0;99,99999;99,99999;0;4,999999;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M502.M1 BQ1actual position mm;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;99,99999
AI;M502_DB186INT0072;;M502. Distance from phot.M502 B1B2 to center of Rotator M503 (LLD) [mm];ON;1;0;S7A;;Z500:DB186.DBW72;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M502. Distance from phot.M502 B1B2 to center of Rotator M503 (LLD) [mm];NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M502_DB186INT0074;;M502 Offset positioning on center of Rotator (LLD) [mm]-/+;ON;1;0;S7A;;Z500:DB186.DBW74;None;-999,999;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;O;M502 Offset positioning on center of Rotator (LLD) [mm]-/+;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;-999,999;999,999
AI;M502_DB186INT0076;;M502. Distance from phot.M502 B1B2 to end of conveyor (LLD)[mm];ON;1;0;S7A;;Z500:DB186.DBW76;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M502. Distance from phot.M502 B1B2 to end of conveyor (LLD)[mm];NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M502_DB186INT0078;;M502 Offset positioning on end of conveyor [mm] (LLD)-/+;ON;1;0;S7A;;Z500:DB186.DBW78;None;-999,999;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;O;M502 Offset positioning on end of conveyor [mm] (LLD)-/+;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;-999,999;999,999
AI;M503_DB182INT0090;;M503.Machine state (Rotator device);ON;1;0;S7A;;Z500:DB182.DBW90;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M503.Machine state (Rotator device);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M503_DB183DINT0180;;M503 BQ1 Rotator encoder pulses (reading referenced to starting value);ON;1;0;S7A;;Z500:DB183.DBD180;None;-999,999;999,999;;AUTO;DISABLE;NONE;-999,999;-999,999;999,999;999,999;0;1;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M503 BQ1 Rotator encoder pulses (reading referenced to starting value);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;-999,999;999,999
AI;M503_DB187DINT0180;;M503. Preset on rotator encoder [pulses];ON;1;0;S7A;;Z500:DB187.DBD180;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M503. Preset on rotator encoder [pulses];NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M503_DB187DINT0184;;M503 Stop starting position lower limit (imp);ON;1;0;S7A;;Z500:DB187.DBD184;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M503 Stop starting position lower limit (imp);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M503_DB187DINT0188;;M503 Stop starting position upper limit (imp);ON;1;0;S7A;;Z500:DB187.DBD188;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M503 Stop starting position upper limit (imp);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M503_DB187DINT0192;;M503 Slowdown end position lower limit (imp);ON;1;0;S7A;;Z500:DB187.DBD192;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M503 Slowdown end position lower limit (imp);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M503_DB187DINT0196;;M503 Slowdown end position upper limit (imp);ON;1;0;S7A;;Z500:DB187.DBD196;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M503 Slowdown end position upper limit (imp);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M503_DB187DINT0200;;M503 Stop end position lower limit (imp);ON;1;0;S7A;;Z500:DB187.DBD200;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M503 Stop end position lower limit (imp);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M503_DB187DINT0204;;M503 Stop end position upper limit (imp);ON;1;0;S7A;;Z500:DB187.DBD204;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M503 Stop end position upper limit (imp);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB182INT0110;;M504.M1 Machine state (left);ON;1;0;S7A;;Z500:DB182.DBW110;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504.M1 Machine state (left);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB182INT0112;;M504.M2 Machine state (right);ON;1;0;S7A;;Z500:DB182.DBW112;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504.M2 Machine state (right);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB182INT0116;;M504 Speed reduction during unpacking status (0'= OFF 1= ON)';ON;1;0;S7A;;Z500:DB182.DBW116;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504 Speed reduction during unpacking status (0'= OFF 1= ON)';NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB182INT0118;;M504 Move Backward enable status (0'= OFF 1= ON)';ON;1;0;S7A;;Z500:DB182.DBW118;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504 Move Backward enable status (0'= OFF 1= ON)';NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB186INT0110;;M504.spare word 1;ON;1;0;S7A;;Z500:DB186.DBW110;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504.spare word 1;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB186INT0112;;M504.spare word 2;ON;1;0;S7A;;Z500:DB186.DBW112;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504.spare word 2;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB186INT0114;;M504.spare word 3;ON;1;0;S7A;;Z500:DB186.DBW114;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504.spare word 3;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB186INT0116;;M504 Speed reduction during unpacking (0'= OFF 1= ON)';ON;1;0;S7A;;Z500:DB186.DBW116;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504 Speed reduction during unpacking (0'= OFF 1= ON)';NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M504_DB186INT0118;;M504 Move Backward enable status (0'= OFF 1= ON)';ON;1;0;S7A;;Z500:DB186.DBW118;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M504 Move Backward enable status (0'= OFF 1= ON)';NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M505_DB182INT0130;;M505.M1 Machine state (left);ON;1;0;S7A;;Z500:DB182.DBW130;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M505.M1 Machine state (left);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M505_DB182INT0132;;M505.M2 Machine state (right);ON;1;0;S7A;;Z500:DB182.DBW132;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M505.M2 Machine state (right);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M505_DB186INT0130;;M505.spare word 1;ON;1;0;S7A;;Z500:DB186.DBW130;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M505.spare word 1;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M505_DB186INT0132;;M505.spare word 2;ON;1;0;S7A;;Z500:DB186.DBW132;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M505.spare word 2;NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M505_DB186INT0134;;M505.Time of squaring (s/100);ON;1;0;S7A;;Z500:DB186.DBW134;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500,005;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;O;M505.Time of squaring (s/100);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M505_DB186INT0136;;M505 squaring speed of rotation (mt/min);ON;1;0;S7A;;Z500:DB186.DBW136;None;3;20;;AUTO;DISABLE;NONE;3;3;20;20;0;0;HIGH;YES;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;M;M505 squaring speed of rotation (mt/min);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535;3;20
AI;M506_DB182INT0150;;M506.M1 Machine state (left);ON;1;0;S7A;;Z500:DB182.DBW150;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M506.M1 Machine state (left);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
AI;M506_DB182INT0152;;M506.M2 Machine state (right);ON;1;0;S7A;;Z500:DB182.DBW152;None;0;999,999;;AUTO;DISABLE;NONE;0;0;999,999;999,999;0;500;HIGH;NO;NONE;NONE;NONE;ALL;;;;;;;;;;;;;;;;M506.M2 Machine state (right);NONE;YES;NO;REJECT;NO;1.000;300.000;0;NO;NO;0;;NO;5.000,00;0;Milliseconds;DISABLE;0;Absolute;0;NO;NO;YES;0;65.535,00;0;999,999
