[NodeName : SFIX;Database : GUJARAT;File Name : C:\Users\Administrator\Desktop\Z500.csv;Date : 01/06/2023;Time : 12:00:17]
#AI469;DI715;AR1440;AA2;DA742;TX3;D16164#

[BLOCK TYPE;TAG;NEXT BLK;DESCRIPTION;INITIAL SCAN;SCAN TIME;SMOOTHING;I/O DEVICE;H/W OPTIONS;I/O ADDRESS;SIGNAL CONDITIONING;LOW EGU LIMIT;HIGH EGU LIMIT;EGU TAG;INITIAL A/M STATUS;ALARM ENABLE;ALARM AREA(S);LO LO ALARM LIMIT;LO ALARM LIMIT;HI ALARM LIMIT;HI HI ALARM LIMIT;ROC ALARM LIMIT;DEAD BAND;ALARM PRIORITY;ENABLE OUTPUT;SECURITY AREA 1;SECURITY AREA 2;SECURITY AREA 3;ALARM AREA 1;ALARM AREA 2;ALARM AREA 3;ALARM AREA 4;ALARM AREA 5;ALARM AREA 6;ALARM AREA 7;ALARM AREA 8;ALARM AREA 9;ALARM AREA 10;ALARM AREA 11;ALARM AREA 12;ALARM AREA 13;ALARM AREA 14;ALARM AREA 15;USER FIELD 1;USER FIELD 2;ESIG TYPE;ESIG ALLOW CONT USE;ESIG XMPT ALARM ACK;ESIG UNSIGNED WRITES;ESIG COMMENT REQUIRED;PDR Update Rate;PDR Access Time;PDR Deadband;PDR Latch;PDR Disable Output;PDR Array Length;Hist Description;Hist Collect;Hist Interval;Hist Offset;Hist Time Res;Hist Compress;Hist Deadband;Hist Comp Type;Hist Comp Time;Scale Enabled;Scale Clamping;Scale Use EGU;Scale Raw Low;Scale Raw High;Scale Low;Scale High]
"AI";"M501_DB186INT0060";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB186,INT60;No Access Path";"None";"-999,999";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M501. Offset positioning -  conveyor section Z2 (MLD) [mm] -/+";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"-999,999";"999,999"
"AI";"M501_DB186INT0064";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB186,INT64;No Access Path";"None";"-999,999";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"O";"M501. Offset positioning on middle of conveyor (section Z1/Z2) (MLD) [mm] -/+";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"-999,999";"999,999"
"AI";"M502_DB182INT0070";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB182,INT70;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M502.M1.Machine state";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M502_DB182INT0072";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB182,INT72;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M502_3 Area access status";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M502_DB184REAL0120";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB184,REAL120;No Access Path";"None";"0,000000";"99,999990";"";"AUTO";"DISABLE";"NONE";"0,000000";"0,000000";"99,999990";"99,999990";"0,000000";"4,999999";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M502.M1 BQ1actual position mm";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000000";"65.535,000000";"0,000000";"99,999990"
"AI";"M502_DB186INT0072";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB186,INT72;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M502. Distance from phot.M502 B1B2 to center of Rotator M503 (LLD) [mm]";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M502_DB186INT0074";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB186,INT74;No Access Path";"None";"-999,999";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"O";"M502 Offset positioning on center of Rotator (LLD) [mm]-/+";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"-999,999";"999,999"
"AI";"M502_DB186INT0076";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB186,INT76;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M502. Distance from phot.M502 B1B2 to end of conveyor (LLD)[mm]";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M502_DB186INT0078";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB186,INT78;No Access Path";"None";"-999,999";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"O";"M502 Offset positioning on end of conveyor [mm] (LLD)-/+";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"-999,999";"999,999"
"AI";"M503_DB182INT0090";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB182,INT90;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M503.Machine state (Rotator device)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M503_DB183DINT0180";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB183,DINT180;No Access Path";"None";"-999,999";"999,999";"";"AUTO";"DISABLE";"NONE";"-999,999";"-999,999";"999,999";"999,999";"0,000";"1,000";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M503 BQ1 Rotator encoder pulses (reading referenced to starting value)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"-999,999";"999,999"
"AI";"M503_DB187DINT0180";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB187,DINT180;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M503. Preset on rotator encoder [pulses]";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M503_DB187DINT0184";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB187,DINT184;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M503 Stop starting position lower limit (imp)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M503_DB187DINT0188";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB187,DINT188;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M503 Stop starting position upper limit (imp)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M503_DB187DINT0192";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB187,DINT192;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M503 Slowdown end position lower limit (imp)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M503_DB187DINT0196";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB187,DINT196;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M503 Slowdown end position upper limit (imp)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M503_DB187DINT0200";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB187,DINT200;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M503 Stop end position lower limit (imp)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M503_DB187DINT0204";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB187,DINT204;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"M503 Stop end position upper limit (imp)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M504_DB182INT0110";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB182,INT110;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M504.M1 Machine state (left)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M504_DB182INT0112";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB182,INT112;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M504.M2 Machine state (right)";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M504_DB182INT0116";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB182,INT116;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M504 Speed reduction during unpacking status (0'= OFF 1= ON)'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M504_DB182INT0118";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB182,INT118;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"NO";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M504 Move Backward enable status (0'= OFF 1= ON)'";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M504_DB186INT0110";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB186,INT110;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M504.spare word 1";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
"AI";"M504_DB186INT0112";"";"";"ON";"1";"0";"OPC";"Server";"S7;Z500;S7:[Z500]DB186,INT112;No Access Path";"None";"0,000";"999,999";"";"AUTO";"DISABLE";"NONE";"0,000";"0,000";"999,999";"999,999";"0,000";"500,000";"HIGH";"YES";"NONE";"NONE";"NONE";"ALL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M504.spare word 2";"NONE";"YES";"NO";"REJECT";"NO";"1.000";"300.000";"0";"NO";"NO";"0";"";"NO";"5.000,0";"0,0";"Milliseconds";"DISABLE";"0,0000";"Absolute";"0";"NO";"NO";"YES";"0,000";"65.535,000";"0,000";"999,999"
